"No.","Time","Source","Destination","Protocol","Length","Info"
"2719","221.273427","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=69255 Ack=6087 Win=256 Len=1400 [TCP PDU reassembled in 2721]"
"2720","221.273427","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=70655 Ack=6087 Win=256 Len=1400 [TCP PDU reassembled in 2721]"
"2721","221.273427","192.168.2.22","104.18.32.47","TLSv1.2","1454","Application Data"
"2722","221.273427","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=73455 Ack=6087 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2723","221.273427","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=74855 Ack=6087 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2724","221.273427","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=76255 Ack=6087 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2725","221.273427","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=77655 Ack=6087 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2726","221.273427","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=79055 Ack=6087 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2727","221.274682","104.18.32.47","192.168.2.22","TLSv1.2","89","Application Data"
"2728","221.274682","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6122 Ack=45849 Win=72 Len=0"
"2729","221.274682","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6122 Ack=48649 Win=73 Len=0"
"2730","221.274682","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6122 Ack=51449 Win=74 Len=0"
"2731","221.274811","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=80455 Ack=6122 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2732","221.274811","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=81855 Ack=6122 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2733","221.274811","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=83255 Ack=6122 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2734","221.274811","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=84655 Ack=6122 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2735","221.274811","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=86055 Ack=6122 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2736","221.274811","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=87455 Ack=6122 Win=256 Len=1400 [TCP PDU reassembled in 2737]"
"2737","221.274811","192.168.2.22","104.18.32.47","TLSv1.2","1454","Application Data, Application Data"
"2738","221.274811","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=90255 Ack=6122 Win=256 Len=1400 [TCP PDU reassembled in 2748]"
"2739","221.274811","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=91655 Ack=6122 Win=256 Len=1400 [TCP PDU reassembled in 2748]"
"2740","221.275867","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6122 Ack=54249 Win=75 Len=0"
"2741","221.275867","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6122 Ack=56655 Win=75 Len=0"
"2742","221.275867","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6122 Ack=60855 Win=76 Len=0"
"2743","221.275867","104.18.32.47","192.168.2.22","TLSv1.2","89","Application Data"
"2744","221.275867","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6157 Ack=63655 Win=77 Len=0"
"2745","221.276057","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=93055 Ack=6157 Win=256 Len=1400 [TCP PDU reassembled in 2748]"
"2746","221.276057","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=94455 Ack=6157 Win=256 Len=1400 [TCP PDU reassembled in 2748]"
"2747","221.276057","192.168.2.22","104.18.32.47","TCP","1454","2164  >  443 [ACK] Seq=95855 Ack=6157 Win=256 Len=1400 [TCP PDU reassembled in 2748]"
"2748","221.276057","192.168.2.22","104.18.32.47","TLSv1.2","1277","Application Data"
"2749","221.285551","00:ff:ff:cc:11:10","Broadcast","0xfffa","95","Ethernet II"
"2750","221.361942","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6157 Ack=66455 Win=78 Len=0"
"2751","221.362744","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6157 Ack=69255 Win=78 Len=0"
"2752","221.364169","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6157 Ack=73455 Win=79 Len=0"
"2753","221.364169","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6157 Ack=76255 Win=80 Len=0"
"2754","221.364169","104.18.32.47","192.168.2.22","TLSv1.2","89","Application Data"
"2755","221.364169","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6192 Ack=79055 Win=81 Len=0"
"2756","221.364169","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6192 Ack=81855 Win=82 Len=0"
"2757","221.365189","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6192 Ack=86055 Win=83 Len=0"
"2758","221.365189","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6192 Ack=88855 Win=83 Len=0"
"2759","221.365189","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6192 Ack=93055 Win=84 Len=0"
"2760","221.365189","104.18.32.47","192.168.2.22","TLSv1.2","89","Application Data"
"2761","221.365288","192.168.2.22","104.18.32.47","TCP","54","2164  >  443 [ACK] Seq=98478 Ack=6227 Win=256 Len=0"
"2762","221.367525","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6227 Ack=95855 Win=85 Len=0"
"2763","221.367525","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=6227 Ack=98478 Win=86 Len=0"
"2764","221.611233","104.18.32.47","192.168.2.22","TLSv1.2","951","Application Data"
"2765","221.612084","104.18.32.47","192.168.2.22","TLSv1.2","132","Application Data, Application Data"
"2766","221.612117","192.168.2.22","104.18.32.47","TCP","54","2164  >  443 [ACK] Seq=98478 Ack=7202 Win=252 Len=0"
"2767","221.614176","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"2768","221.743334","104.18.32.47","192.168.2.22","TCP","60","443  >  2164 [ACK] Seq=7202 Ack=98513 Win=86 Len=0"
"2769","221.855240","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"2770","221.911218","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=252126 Ack=93845 Win=963 Len=0"
"2771","222.069086","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"2772","222.084928","TpLinkPte_5d:b9:28","Broadcast","ARP","60","Who has 192.168.2.22? Tell 192.168.2.1"
"2773","222.084964","HewlettPacka_22:6f:da","TpLinkPte_5d:b9:28","ARP","42","192.168.2.22 is at 70:5a:0f:22:6f:da"
"2774","222.112841","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=252126 Ack=93953 Win=963 Len=0"
"2775","222.505005","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"2776","222.552059","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=252126 Ack=94053 Win=963 Len=0"
"2777","222.790169","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"2778","222.792306","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"2779","222.882050","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=94161 Ack=252161 Win=132 Len=0"
"2780","223.175735","104.18.32.47","192.168.2.22","TLSv1.2","138","Application Data"
"2781","223.222916","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=252161 Ack=94245 Win=962 Len=0"
"2782","223.438480","192.168.2.22","186.233.185.147","TCP","55","[TCP Keep-Alive] 1726  >  443 [ACK] Seq=1 Ack=1 Win=260 Len=1"
"2783","223.452508","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"2784","223.473728","186.233.185.147","192.168.2.22","TCP","60","[TCP Keep-Alive] 443  >  1726 [ACK] Seq=0 Ack=2 Win=501 Len=0"
"2785","223.473782","192.168.2.22","186.233.185.147","TCP","54","[TCP Keep-Alive ACK] 1726  >  443 [ACK] Seq=2 Ack=1 Win=260 Len=0"
"2786","223.496646","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=252161 Ack=94337 Win=962 Len=0"
"2787","223.505123","186.233.185.147","192.168.2.22","TCP","66","[TCP Dup ACK 138#7] 443  >  1726 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"2788","224.204607","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"2789","224.249169","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=252161 Ack=94429 Win=961 Len=0"
"2790","224.812013","104.18.32.47","192.168.2.22","TLSv1.2","170","Application Data"
"2791","224.856325","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=252161 Ack=94545 Win=961 Len=0"
"2792","225.344003","104.18.32.47","192.168.2.22","TLSv1.2","138","Application Data"
"2793","225.388687","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=252161 Ack=94629 Win=960 Len=0"
"2794","226.113488","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"2795","226.115553","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"2796","226.205194","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=94737 Ack=252196 Win=132 Len=0"
"2797","226.293853","00:ff:ff:cc:11:10","Broadcast","0xfffa","95","Ethernet II"
"2798","226.375402","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=252196 Ack=94737 Win=960 Len=1400 [TCP PDU reassembled in 2802]"
"2799","226.375402","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=253596 Ack=94737 Win=960 Len=1400 [TCP PDU reassembled in 2802]"
"2800","226.375402","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=254996 Ack=94737 Win=960 Len=1400 [TCP PDU reassembled in 2802]"
"2801","226.375402","192.168.2.22","104.18.32.47","TCP","1454","2160  >  443 [ACK] Seq=256396 Ack=94737 Win=960 Len=1400 [TCP PDU reassembled in 2802]"
"2802","226.375402","192.168.2.22","104.18.32.47","TLSv1.2","282","Application Data"
"2803","226.375532","192.168.2.22","104.18.32.47","TLSv1.2","542","Application Data"
"2804","226.465833","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=94737 Ack=253596 Win=132 Len=0"
"2805","226.466648","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=94737 Ack=254996 Win=132 Len=0"
"2806","226.466648","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=94737 Ack=256396 Win=133 Len=0"
"2807","226.466648","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=94737 Ack=257796 Win=133 Len=0"
"2808","226.466648","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=94737 Ack=258024 Win=133 Len=0"
"2809","226.466648","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=94737 Ack=258512 Win=134 Len=0"
"2810","226.600892","104.18.32.47","192.168.2.22","TLSv1.2","345","Application Data"
"2811","226.600892","104.18.32.47","192.168.2.22","TLSv1.2","101","Application Data"
"2812","226.601036","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258512 Ack=95075 Win=959 Len=0"
"2813","226.601916","104.18.32.47","192.168.2.22","TLSv1.2","85","Application Data"
"2814","226.648116","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258512 Ack=95106 Win=959 Len=0"
"2815","227.041602","104.18.32.47","192.168.2.22","TLSv1.2","186","Application Data"
"2816","227.086142","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258512 Ack=95238 Win=958 Len=0"
"2817","227.294897","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"2818","227.341557","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258512 Ack=95330 Win=958 Len=0"
"2819","227.666784","e6:fa:c4:5d:b9:28","IEEE-1905.1-Control","ieee1905","60","Topology discovery"
"2820","227.667775","e6:fa:c4:5d:b9:28","LLDP_Multicast","LLDP","60","MA/e6:fa:c4:5d:b9:28 MA/e4:fa:c4:5d:b9:28 180 "
"2821","227.970272","192.168.2.10","224.0.0.251","MDNS","119","Standard query 0x001a PTR _674A0243._sub._googlecast._tcp.local, ""QM"" question PTR _8E6C866D._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"2822","228.094589","192.168.2.22","192.168.2.1","DNS","88","Standard query 0xeb03 A browser-intake-datadoghq.com"
"2823","228.094936","192.168.2.22","192.168.2.1","DNS","88","Standard query 0x5812 HTTPS browser-intake-datadoghq.com"
"2824","228.098713","192.168.2.1","192.168.2.22","DNS","136","Standard query response 0xeb03 A browser-intake-datadoghq.com A 3.233.158.24 A 3.233.158.25 A 3.233.158.26"
"2825","228.098713","192.168.2.1","192.168.2.22","DNS","172","Standard query response 0x5812 HTTPS browser-intake-datadoghq.com SOA ns-1907.awsdns-46.co.uk"
"2826","228.099715","192.168.2.22","3.233.158.24","TCP","66","2251  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"2827","228.188960","3.233.158.24","192.168.2.22","TCP","66","443  >  2251 [SYN, ACK] Seq=0 Ack=1 Win=32240 Len=0 MSS=1240 SACK_PERM WS=512"
"2828","228.189095","192.168.2.22","3.233.158.24","TCP","54","2251  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"2829","228.189948","192.168.2.22","3.233.158.24","TCP","1294","2251  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=1240 [TCP PDU reassembled in 2830]"
"2830","228.189948","192.168.2.22","3.233.158.24","TLSv1.3","855","Client Hello (SNI=browser-intake-datadoghq.com)"
"2831","228.278928","3.233.158.24","192.168.2.22","TCP","60","443  >  2251 [ACK] Seq=1 Ack=2042 Win=35840 Len=0"
"2832","228.279910","3.233.158.24","192.168.2.22","TLSv1.3","1294","Server Hello, Change Cipher Spec"
"2833","228.279910","3.233.158.24","192.168.2.22","TCP","1294","443  >  2251 [PSH, ACK] Seq=1241 Ack=2042 Win=35840 Len=1240 [TCP PDU reassembled in 2834]"
"2834","228.279910","3.233.158.24","192.168.2.22","TLSv1.3","1102","Application Data"
"2835","228.280037","192.168.2.22","3.233.158.24","TCP","54","2251  >  443 [ACK] Seq=2042 Ack=3529 Win=65536 Len=0"
"2836","228.281246","192.168.2.22","3.233.158.24","TLSv1.3","118","Change Cipher Spec, Application Data"
"2837","228.281556","192.168.2.22","3.233.158.24","TLSv1.3","146","Application Data"
"2838","228.281922","192.168.2.22","3.233.158.24","TLSv1.3","708","Application Data"
"2839","228.282001","192.168.2.22","3.233.158.24","TLSv1.3","1180","Application Data"
"2840","228.369955","3.233.158.24","192.168.2.22","TCP","60","443  >  2251 [ACK] Seq=3529 Ack=2198 Win=35840 Len=0"
"2841","228.370841","3.233.158.24","192.168.2.22","TLSv1.3","581","Application Data, Application Data"
"2842","228.370841","3.233.158.24","192.168.2.22","TCP","60","443  >  2251 [ACK] Seq=4056 Ack=3978 Win=39936 Len=0"
"2843","228.371487","192.168.2.22","3.233.158.24","TLSv1.3","85","Application Data"
"2844","228.394530","3.233.158.24","192.168.2.22","TLSv1.3","364","Application Data"
"2845","228.438032","192.168.2.22","3.233.158.24","TCP","54","2251  >  443 [ACK] Seq=4009 Ack=4366 Win=64768 Len=0"
"2846","228.493500","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"2847","228.495746","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"2848","228.501026","3.233.158.24","192.168.2.22","TCP","60","443  >  2251 [ACK] Seq=4366 Ack=4009 Win=39936 Len=0"
"2849","228.585329","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=95430 Ack=258547 Win=134 Len=0"
"2850","228.770269","104.18.32.47","192.168.2.22","TLSv1.2","242","Application Data"
"2851","228.817583","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258547 Ack=95618 Win=957 Len=0"
"2852","229.069162","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"2853","229.113435","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258547 Ack=95726 Win=956 Len=0"
"2854","229.635554","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"2855","229.680066","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258547 Ack=95826 Win=956 Len=0"
"2856","230.390832","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"2857","230.437223","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258547 Ack=95926 Win=955 Len=0"
"2858","230.683906","192.168.2.22","172.217.173.35","TCP","55","[TCP Keep-Alive] 2232  >  443 [ACK] Seq=3366 Ack=3635 Win=65536 Len=1"
"2859","230.691292","172.217.173.35","192.168.2.22","TCP","66","[TCP Keep-Alive ACK] 443  >  2232 [ACK] Seq=3635 Ack=3367 Win=267264 Len=0 SLE=3366 SRE=3367"
"2860","231.303839","00:ff:ff:cc:11:10","Broadcast","0xfffa","95","Ethernet II"
"2861","232.170930","104.18.32.47","192.168.2.22","TLSv1.2","130","Application Data"
"2862","232.173118","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"2863","232.203478","104.18.32.47","192.168.2.22","TLSv1.2","138","Application Data"
"2864","232.255174","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258582 Ack=96086 Win=955 Len=0"
"2865","232.263663","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=96086 Ack=258582 Win=134 Len=0"
"2866","233.070220","104.18.32.47","192.168.2.22","TLSv1.2","282","Application Data"
"2867","233.114426","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258582 Ack=96314 Win=954 Len=0"
"2868","233.505212","192.168.2.22","186.233.185.147","TCP","55","[TCP Keep-Alive] 1726  >  443 [ACK] Seq=1 Ack=1 Win=260 Len=1"
"2869","233.571439","186.233.185.147","192.168.2.22","TCP","66","[TCP Keep-Alive ACK] 443  >  1726 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"2870","234.158999","192.168.2.22","10.3.0.20","TCP","66","2252  >  1688 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"2871","234.165993","104.18.32.47","192.168.2.22","TLSv1.2","194","Application Data"
"2872","234.168199","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"2873","234.257719","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=96454 Ack=258617 Win=134 Len=0"
"2874","234.428896","104.18.32.47","192.168.2.22","TLSv1.2","178","Application Data"
"2875","234.472455","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258617 Ack=96578 Win=953 Len=0"
"2876","234.567594","192.168.2.22","104.17.142.115","TCP","55","[TCP Keep-Alive] 2165  >  443 [ACK] Seq=513 Ack=1838 Win=255 Len=1"
"2877","234.714725","104.17.142.115","192.168.2.22","TCP","66","[TCP Keep-Alive ACK] 443  >  2165 [ACK] Seq=1838 Ack=514 Win=10 Len=0 SLE=513 SRE=514"
"2878","234.786918","104.18.32.47","192.168.2.22","TLSv1.2","170","Application Data"
"2879","234.830767","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258617 Ack=96694 Win=952 Len=0"
"2880","235.074886","104.18.32.47","192.168.2.22","TLSv1.2","170","Application Data"
"2881","235.121806","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258617 Ack=96810 Win=952 Len=0"
"2882","235.339451","142.251.132.142","192.168.2.22","TLSv1.2","127","Application Data"
"2883","235.339711","192.168.2.22","142.251.132.142","TCP","54","2163  >  443 [FIN, ACK] Seq=2 Ack=74 Win=257 Len=0"
"2884","235.343378","142.251.132.142","192.168.2.22","TCP","60","443  >  2163 [FIN, ACK] Seq=74 Ack=3 Win=964 Len=0"
"2885","235.343440","192.168.2.22","142.251.132.142","TCP","54","2163  >  443 [ACK] Seq=3 Ack=75 Win=257 Len=0"
"2886","235.616008","104.18.32.47","192.168.2.22","TLSv1.2","138","Application Data"
"2887","235.660291","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258617 Ack=96894 Win=952 Len=0"
"2888","236.021864","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"2889","236.065184","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258617 Ack=96994 Win=951 Len=0"
"2890","236.313496","00:ff:ff:cc:11:10","Broadcast","0xfffa","95","Ethernet II"
"2891","236.608501","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"2892","236.652309","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258617 Ack=97086 Win=951 Len=0"
"2893","236.977705","192.168.2.6","224.0.0.251","MDNS","103","Standard query 0x0010 PTR _googlecast._tcp.local, ""QM"" question PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question"
"2894","237.037042","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"2895","237.080142","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258617 Ack=97186 Win=950 Len=0"
"2896","237.160987","192.168.2.22","10.3.0.20","TCP","66","[TCP Retransmission] 2252  >  1688 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"2897","237.384745","TpLinkPte_5d:b9:28","Broadcast","ARP","60","Who has 192.168.2.22? Tell 192.168.2.1"
"2898","237.384783","HewlettPacka_22:6f:da","TpLinkPte_5d:b9:28","ARP","42","192.168.2.22 is at 70:5a:0f:22:6f:da"
"2899","237.393887","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"2900","237.395745","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"2901","237.485863","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=97278 Ack=258652 Win=134 Len=0"
"2902","237.620966","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"2903","237.668128","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258652 Ack=97378 Win=950 Len=0"
"2904","238.063015","104.18.32.47","192.168.2.22","TLSv1.2","162","Application Data"
"2905","238.107778","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258652 Ack=97486 Win=949 Len=0"
"2906","238.396641","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"2907","238.441476","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258652 Ack=97586 Win=949 Len=0"
"2908","238.787413","104.18.32.47","192.168.2.22","TLSv1.2","146","Application Data"
"2909","238.814047","192.168.2.1","239.255.255.250","IGMPv2","60","Membership Report group 239.255.255.250"
"2910","238.831562","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258652 Ack=97678 Win=948 Len=0"
"2911","239.058983","192.168.2.22","104.17.142.115","TLSv1.2","125","Application Data"
"2912","239.059058","192.168.2.22","104.17.142.115","TLSv1.2","93","Application Data"
"2913","239.207312","104.17.142.115","192.168.2.22","TCP","60","443  >  2165 [ACK] Seq=1838 Ack=585 Win=10 Len=0"
"2914","239.208118","104.17.142.115","192.168.2.22","TCP","60","443  >  2165 [ACK] Seq=1838 Ack=624 Win=10 Len=0"
"2915","239.208118","104.17.142.115","192.168.2.22","TLSv1.2","93","Application Data"
"2916","239.258409","192.168.2.22","104.17.142.115","TCP","54","2165  >  443 [ACK] Seq=624 Ack=1877 Win=254 Len=0"
"2917","239.261081","104.18.32.47","192.168.2.22","TLSv1.2","154","Application Data"
"2918","239.263888","192.168.2.22","104.18.32.47","TLSv1.2","89","Application Data"
"2919","239.279942","104.17.142.115","192.168.2.22","TLSv1.2","321","Application Data"
"2920","239.281309","104.17.142.115","192.168.2.22","TLSv1.2","1390","Application Data"
"2921","239.281309","104.17.142.115","192.168.2.22","TLSv1.2","85","Application Data"
"2922","239.281390","192.168.2.22","104.17.142.115","TCP","54","2165  >  443 [ACK] Seq=624 Ack=3511 Win=257 Len=0"
"2923","239.283397","192.168.2.22","104.17.142.115","TLSv1.2","89","Application Data"
"2924","239.291721","192.168.2.22","104.17.142.115","TLSv1.2","215","Application Data"
"2925","239.353699","104.18.32.47","192.168.2.22","TCP","60","443  >  2160 [ACK] Seq=97778 Ack=258687 Win=134 Len=0"
"2926","239.439637","104.17.142.115","192.168.2.22","TCP","60","443  >  2165 [ACK] Seq=3511 Ack=820 Win=11 Len=0"
"2927","239.699395","104.17.142.115","192.168.2.22","TLSv1.2","230","Application Data"
"2928","239.700224","104.17.142.115","192.168.2.22","TLSv1.2","293","Application Data"
"2929","239.700224","104.17.142.115","192.168.2.22","TLSv1.2","85","Application Data"
"2930","239.700287","192.168.2.22","104.17.142.115","TCP","54","2165  >  443 [ACK] Seq=820 Ack=3957 Win=255 Len=0"
"2931","239.881184","104.18.32.47","192.168.2.22","TLSv1.2","138","Application Data"
"2932","239.924558","192.168.2.22","104.18.32.47","TCP","54","2160  >  443 [ACK] Seq=258687 Ack=97862 Win=948 Len=0"
"2933","240.050492","192.168.2.22","143.204.23.44","TLSv1.2","125","Application Data"
"2934","240.050730","192.168.2.22","143.204.23.44","TLSv1.2","93","Application Data"
"2935","240.050770","192.168.2.22","143.204.23.44","TLSv1.2","1260","Application Data"
"2936","240.053224","143.204.23.44","192.168.2.22","TCP","60","443  >  2166 [ACK] Seq=1246 Ack=2774 Win=175 Len=0"
"2937","240.053224","143.204.23.44","192.168.2.22","TCP","60","443  >  2166 [ACK] Seq=1246 Ack=2813 Win=175 Len=0"
"2938","240.053224","143.204.23.44","192.168.2.22","TLSv1.2","93","Application Data"
"2939","240.099263","143.204.23.44","192.168.2.22","TCP","60","443  >  2166 [ACK] Seq=1285 Ack=4019 Win=180 Len=0"
"2940","240.103860","192.168.2.22","143.204.23.44","TCP","54","2166  >  443 [ACK] Seq=4019 Ack=1285 Win=253 Len=0"
"2941","240.232467","192.168.2.22","172.64.155.209","TCP","55","[TCP Keep-Alive] 2148  >  443 [ACK] Seq=137 Ack=973 Win=257 Len=1"
"2942","240.299517","172.64.155.209","192.168.2.22","TCP","66","[TCP Keep-Alive ACK] 443  >  2148 [ACK] Seq=973 Ack=138 Win=8 Len=0 SLE=137 SRE=138"
"2943","240.359270","143.204.23.44","192.168.2.22","TLSv1.2","608","Application Data"
"2944","240.359270","143.204.23.44","192.168.2.22","TLSv1.2","85","Application Data"
"2945","240.359349","192.168.2.22","143.204.23.44","TCP","54","2166  >  443 [ACK] Seq=4019 Ack=1870 Win=258 Len=0"
